Date,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1986-03-13,0.058941410012893,0.067609264426554,0.058941410012893,0.064719979622,1031788800.0
1986-03-14,0.064719979622,0.068187121387465,0.064719979622,0.067031407465643,308160000.0
1986-03-17,0.067031407465643,0.068764978348375,0.067031407465643,0.068187121387465,133171200.0
1986-03-18,0.068187121387465,0.068764978348375,0.065875693543822,0.066453550504732,67766400.0
1986-03-19,0.066453550504732,0.067031407465643,0.064719979622,0.065297836582911,47894400.0
1986-03-20,0.065297836582911,0.065297836582911,0.062986408739268,0.063564265700179,58435200.0
1986-03-21,0.063564265700179,0.064719979622,0.060674980895625,0.061830694817447,59990400.0
1986-03-24,0.061830694817447,0.061830694817447,0.059519266973804,0.060097123934714,65289600.0
1986-03-25,0.060097123934714,0.061252837856536,0.059519266973804,0.061252837856536,32083200.0
1986-03-26,0.061252837856536,0.063564265700179,0.060674980895625,0.062986408739268,22752000.0
1986-03-27,0.062986408739268,0.064142122661089,0.062986408739268,0.064142122661089,16848000.0
1986-03-31,0.064142122661089,0.064142122661089,0.062408551778357,0.063564265700179,12873600.0
1986-04-01,0.063564265700179,0.063564265700179,0.062986408739268,0.062986408739268,11088000.0
1986-04-02,0.062986408739268,0.064719979622,0.062986408739268,0.063564265700179,27014400.0
1986-04-03,0.064142122661089,0.065875693543822,0.064142122661089,0.064142122661089,23040000.0
1986-04-04,0.064142122661089,0.064719979622,0.064142122661089,0.064142122661089,26582400.0
1986-04-07,0.064142122661089,0.064719979622,0.061830694817447,0.062986408739268,16560000.0
1986-04-08,0.062986408739268,0.064719979622,0.062986408739268,0.063564265700179,10252800.0
1986-04-09,0.063564265700179,0.065297836582911,0.063564265700179,0.064719979622,12153600.0
1986-04-10,0.064719979622,0.065875693543822,0.063564265700179,0.065297836582911,13881600.0
1986-04-11,0.065875693543822,0.067609264426554,0.065875693543822,0.066453550504732,17222400.0
1986-04-14,0.066453550504732,0.067609264426554,0.066453550504732,0.067031407465643,12153600.0
1986-04-15,0.067031407465643,0.067031407465643,0.064719979622,0.067031407465643,9302400.0
1986-04-16,0.067031407465643,0.069920692270197,0.066453550504732,0.069342835309286,31910400.0
1986-04-17,0.069342835309286,0.069920692270197,0.069342835309286,0.069920692270197,22003200.0
1986-04-18,0.069920692270197,0.069920692270197,0.067031407465643,0.067609264426554,21628800.0
1986-04-21,0.067609264426554,0.068187121387465,0.065875693543822,0.067609264426554,22924800.0
1986-04-22,0.067609264426554,0.067609264426554,0.066453550504732,0.066453550504732,15552000.0
1986-04-23,0.066453550504732,0.067031407465643,0.065875693543822,0.06673092184597,15609600.0
1986-04-24,0.06673092184597,0.074543547957482,0.066453550504732,0.073387834035661,62352000.0
1986-04-25,0.073965690996572,0.081200460147174,0.073965690996572,0.078010689722947,85795200.0
1986-04-28,0.078010689722947,0.079166403644768,0.077432832762036,0.078588546683857,28886400.0
1986-04-29,0.078588546683857,0.078588546683857,0.075699261879304,0.076277118840215,30326400.0
1986-04-30,0.076277118840215,0.076854975801125,0.07280997707475,0.074543547957482,30902400.0
